"SpawnBio","Recruit_0","retainB_1","retainN_1","retainB_2","retainN_2","retainB_3","retainN_3","deadB_1","deadN_1","deadB_2","deadN_2","deadB_3","deadN_3","F_1","F_2","F_3","SPRratio","rec_dev","raw_rec_dev","year","model_run","iteration","scenario"
744744,0,0,0,30364.2,578644,101.7,867.346,0,0,30364.2,578644,101.7,867.346,0,0.171387,0.00140493,0.336977,0.353627,0.353627,2005,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,9845030,20726.2,371878,0,0,41220.9,397523,20726.2,371878,0,0,41220.9,397523,1.04882,0,0.203874,0.240959,-0.269422,-0.269422,2006,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
882375,0,0,0,39900.3,692563,0,0,0,0,39900.3,692563,0,0,0,0.255402,0,0.240959,-0.269422,-0.269422,2006,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,5583510,46228.1,719616,0,0,48237.1,381373,46228.1,719616,0,0,48237.1,381373,2.95082,0,0.378912,0.348133,-0.868446,-0.868446,2007,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
848491,0,0,0,42910.1,694153,0,0,0,0,42910.1,694153,0,0,0,0.379861,0,0.348133,-0.868446,-0.868446,2007,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,3029650,30365.2,448247,0,0,39797.2,310207,30365.2,448247,0,0,39797.2,310207,3.71498,0,0.246182,0.388428,-0.273627,-0.273627,2008,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
692851,0,0,0,41198.5,602532,0,0,0,0,41198.5,602532,0,0,0,0.637364,0,0.388428,-0.273627,-0.273627,2008,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,5124030,14044.9,187504,0,0,44841.2,328608,14044.9,187504,0,0,44841.2,328608,0.17263,0,0.369559,0.429449,0.0329138,0.0329138,2009,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
483002,0,0,0,31146.5,543466,1369.73,9555.78,0,0,31146.5,543466,1369.73,9555.78,0,0.718766,0.0156313,0.429449,0.0329138,0.0329138,2009,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,6008890,11274,176729,0,0,54085.9,377039,11274,176729,0,0,54085.9,377039,0.164165,0,0.549434,0.351909,-2.28244,-2.28244,2010,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
343892,0,0,0,27267.6,454808,0.09,0.596613,0,0,27267.6,454808,0.09,0.596613,0,0.383427,1.32195e-06,0.351909,-2.28244,-2.28244,2010,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,501549,24871.4,282521,0,0,39750.5,291063,24871.4,282521,0,0,39750.5,291063,0.495292,0,0.404618,0.427041,-2.6576,-2.6576,2011,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
320538,0,0,0,23189.9,233129,5805.63,39578.5,0,0,23189.9,233129,5805.63,39578.5,0,0.432301,0.0869561,0.427041,-2.6576,-2.6576,2011,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,331685,1528.37,13334.6,0,0,91425.6,669546,1528.37,13334.6,0,0,91425.6,669546,0.0308537,0,1.46263,0.423365,-2.06248,-2.06248,2012,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
198277,0,0,0,13884.9,111156,1570.78,10551.2,0,0,13884.9,111156,1570.78,10551.2,0,0.315092,0.0422278,0.423365,-2.06248,-2.06248,2012,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,448247,921.56,6906,0,0,57218,366122,921.56,6906,0,0,57218,366122,0.995318,0,2.13393,0.404495,-1.0796,-1.0796,2013,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
88748.7,0,0,0,5625.03,40353.5,908.01,5491.81,0,0,5625.03,40353.5,908.01,5491.81,0,0.261411,0.0630329,0.404495,-1.0796,-1.0796,2013,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,656647,1830.92,12921.9,0,0,15216.8,89498.1,1830.92,12921.9,0,0,15216.8,89498.1,1.63548,0,0.790768,0.259563,-0.237378,-0.237378,2014,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
51936.7,0,0,0,727.71,6216.52,2193.87,12376,0,0,727.71,6216.52,2193.87,12376,0,0.0682373,0.185682,0.259563,-0.237378,-0.237378,2014,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,965023,6.13,43.4152,0,0,66.28,343.95,6.13,43.4152,0,0,66.28,343.95,0.000619435,0,0.238209,0.00921575,-0.697471,-0.697471,2015,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
49162.5,0,0,0,185.82,1317.09,1.29,6.6553,0,0,185.82,1317.09,1.29,6.6553,0,0.0150275,0.00642338,0.00921575,-0.697471,-0.697471,2015,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,580182,283.54,2144.76,0,0,173.15,890.01,283.54,2144.76,0,0,173.15,890.01,0.0268289,0,0.962027,0.189636,-0.544979,-0.544979,2016,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
67980.1,0,0,0,7080.53,52869.5,0.05,0.255324,0,0,7080.53,52869.5,0.05,0.255324,0,0.537812,0.000434347,0.189636,-0.544979,-0.544979,2016,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,896716,170.41,1242.91,0,0,1.17,5.9262,170.41,1242.91,0,0,1.17,5.9262,0.0123338,0,0.00968501,0.122098,-1.01591,-1.01591,2017,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
73099.3,0,0,0,6229.43,41577.2,2.22,11.1836,0,0,6229.43,41577.2,2.22,11.1836,0,0.360013,0.0246692,0.122098,-1.01591,-1.01591,2017,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,654027,35.31,223.304,0,0,7.85999,39.8334,35.31,223.304,0,0,7.85999,39.8334,0.00218061,0,0.0751877,0.219112,-0.00658064,-0.00658064,2018,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
72280.4,0,0,0,11819.4,76652.2,2.51,12.7223,0,0,11819.4,76652.2,2.51,12.7223,0,0.724636,0.0327435,0.219112,-0.00658064,-0.00658064,2018,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,2585180,130.86,903.264,0,0,7.73,39.0957,130.86,903.264,0,0,7.73,39.0957,0.00975728,0,0.044578,0.247001,0,0,2019,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
66088.6,0,0,0,11819.4,80861.4,2.51,12.692,0,0,11819.4,80861.4,2.51,12.692,0,0.788392,0.0196017,0.247001,0,0,2019,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,2411040,0.0722339,0.474893,0,0,0.00702758,0.035642,0.0722339,0.474893,0,0,0.00702758,0.035642,5.1198e-06,0,2.33908e-05,0.000197532,0,0,2020,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
94579,0,0,0,8.0646,62.478,0.00230614,0.0116977,0,0,8.0646,62.478,0.00230614,0.0116977,0,0.000413682,1.02854e-05,0.000197532,0,0,2020,"cohortGrowthOMandEM_EM_init","2","cohortGrowthselftest"
NA,0,5.77992,47.9332,0,0,0,0,5.77992,47.9332,0,0,0,0,0.507303,0,0,0,0.552018,0.552018,1981,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
1899.48,0,0,0,57.1498,504.057,0,0,0,0,57.1498,504.057,0,0,0,0.218941,0,0,0.552018,0.552018,1981,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,102124,73.9399,544.133,0,0,0,0,73.9399,544.133,0,0,0,0,1.33158,0,0,0,1.02207,1.02207,1982,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
4384.71,0,0,0,412.76,3354.96,0,0,0,0,412.76,3354.96,0,0,0,0.602215,0,0,1.02207,1.02207,1982,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,353580,213.19,2337.41,0,0,0,0,213.19,2337.41,0,0,0,0,0.0910964,0,0,0,0.776796,0.776796,1983,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
6692.89,0,0,0,159.121,1183.72,0,0,0,0,159.121,1183.72,0,0,0,0.120524,0,0,0.776796,0.776796,1983,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,396085,75.3901,888.594,0,0,0,0,75.3901,888.594,0,0,0,0,0.0152503,0,0,0,-0.253074,-0.253074,1984,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
17454.2,0,0,0,3495.8,26033.9,0,0,0,0,3495.8,26033.9,0,0,0,1.81814,0,0,-0.253074,-0.253074,1984,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,338177,819.428,7096.55,0,0,0,0,819.428,7096.55,0,0,0,0,0.108219,0,0,0,0.352465,0.352465,1985,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
27143,0,0,0,1019,6864.19,0,0,0,0,1019,6864.19,0,0,0,0.256208,0,0,0.352465,0.352465,1985,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,928666,387.71,3124.87,0,0,0,0,387.71,3124.87,0,0,0,0,0.0450696,0,0,0,0.83655,0.83655,1986,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
30492.5,0,0,0,2278.89,14260.8,0,0,0,0,2278.89,14260.8,0,0,0,0.347942,0,0,0.83655,0.83655,1986,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,1678380,2247.31,21032.5,0,0,0,0,2247.31,21032.5,0,0,0,0,0.359348,0,0,0,0.527856,0.527856,1987,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
53582.7,0,0,0,3639.76,25846.4,0,0,0,0,3639.76,25846.4,0,0,0,0.333156,0,0,0.527856,0.527856,1987,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,2045130,2179.91,19769.3,0,0,0,0,2179.91,19769.3,0,0,0,0,0.181048,0,0,0,-0.238323,-0.238323,1988,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
78637.5,0,0,0,2614.75,19298.2,0,0,0,0,2614.75,19298.2,0,0,0,0.12564,0,0,-0.238323,-0.238323,1988,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,1315370,7290.44,58671,0,0,0,0,7290.44,58671,0,0,0,0,0.388888,0,0,0,-0.241935,-0.241935,1989,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
134307,0,0,0,8031.52,60463.1,0,0,0,0,8031.52,60463.1,0,0,0,0.41662,0,0,-0.241935,-0.241935,1989,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,1986460,6158.42,45405.4,0,0,0,0,6158.42,45405.4,0,0,0,0,0.236295,0,0,0,0.909323,0.909323,1990,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
121311,0,0,0,14443.5,108186,0,0,0,0,14443.5,108186,0,0,0,0.687161,0,0,0.909323,0.909323,1990,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,5826840,24698,160919,0,0,0,0,24698,160919,0,0,0,0,1.12773,0,0,0,0.652911,0.652911,1991,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
99619,0,0,0,10323.5,80009,0,0,0,0,10323.5,80009,0,0,0,0.706271,0,0,0.652911,0.652911,1991,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,3877360,43769.2,344279,0,0,3.89973,20.2439,43769.2,344279,0,0,3.89973,20.2439,3.99961,0,0.047702,0,1.558,1.558,1992,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
102996,0,0,0,30857.9,391245,0.179996,0.934272,0,0,30857.9,391245,0.179996,0.934272,0,3.70162,0.0030027,0,1.558,1.558,1992,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,9838120,822.8,9929.31,0,0,0,0,822.8,9929.31,0,0,0,0,0.0177567,0,0,0,2.03517,2.03517,1993,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
167357,0,0,0,11345.8,154156,0,0,0,0,11345.8,154156,0,0,0,0.155762,0,0,2.03517,2.03517,1993,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,22618500,8838.69,100661,0,0,0,0,8838.69,100661,0,0,0,0,0.116137,0,0,0,1.11881,1.11881,1994,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
266872,0,0,0,39748.4,605560,0,0,0,0,39748.4,605560,0,0,0,0.308653,0,0,1.11881,1.11881,1994,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,12136900,5993.28,65072.3,0,0,22.68,119.698,5993.28,65072.3,0,0,22.68,119.698,0.0961805,0,0.22287,0,0.776758,0.776758,1995,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
553976,0,0,0,26565.7,393086,0,0,0,0,26565.7,393086,0,0,0,0.164973,0,0,0.776758,0.776758,1995,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,12275300,11917.3,121922,0,0,0,0,11917.3,121922,0,0,0,0,0.0809166,0,0,0,1.17217,1.17217,1996,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
799956,0,0,0,19158.7,239398,43.54,231.691,0,0,19158.7,239398,43.54,231.691,0,0.104256,0.631173,0,1.17217,1.17217,1996,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,20741900,13018.2,172989,0,0,27.22,146.518,13018.2,172989,0,0,27.22,146.518,0.152805,0,0.22985,0,1.16828,1.16828,1997,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
864301,0,0,0,24527.6,318029,0.82,4.40536,0,0,24527.6,318029,0.82,4.40536,0,0.112389,0.00967611,0,1.16828,1.16828,1997,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,21150200,18925.2,283339,0,0,488.25,2687.57,18925.2,283339,0,0,488.25,2687.57,0.212921,0,2.90758,0,-0.377071,-0.377071,1998,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
898362,0,0,0,63278.4,923145,74.3899,410.64,0,0,63278.4,923145,74.3899,410.64,0,0.27518,0.748313,0,-0.377071,-0.377071,1998,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,4560870,14996.2,223326,0,0,725.2,5379.85,14996.2,223326,0,0,725.2,5379.85,1.95917,0,0.00281558,0,-0.545145,-0.545145,1999,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
1043900,0,0,0,58341.4,887380,429.589,2942.37,0,0,58341.4,887380,429.589,2942.37,0,0.799184,0.00205096,0,-0.545145,-0.545145,1999,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,4015480,23809.5,287761,0,0,15585.6,116673,23809.5,287761,0,0,15585.6,116673,3.72865,0,0.0519846,0,0.0098429,0.0098429,2000,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
1004250,0,0,0,35179.3,497282,2336.9,15848.3,0,0,35179.3,497282,2336.9,15848.3,0,1.1479,0.00961148,0,0.0098429,0.0098429,2000,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,6924520,11550.5,133128,0,0,22546,153800,11550.5,133128,0,0,22546,153800,2.32231,0,0.0691834,0,-1.36898,-1.36898,2001,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
770852,0,0,0,41118.5,702688,3136.84,19553,0,0,41118.5,702688,3136.84,19553,0,1.25265,0.0120875,0,-1.36898,-1.36898,2001,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,1615030,16322.9,223494,0,0,35531.5,217001,16322.9,223494,0,0,35531.5,217001,4.00002,0,0.142272,0,1.84975,1.84975,2002,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
592378,0,0,0,36130.6,476811,597.289,3452.91,0,0,36130.6,476811,597.289,3452.91,0,1.3401,0.00316347,0,1.84975,1.84975,2002,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,36835300,10340.6,186733,0,0,37242.3,249273,10340.6,186733,0,0,37242.3,249273,2.3867,0,0.183522,0,1.56541,1.56541,2003,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
419139,0,0,0,21300.5,383711,2618.44,16500.2,0,0,21300.5,383711,2618.44,16500.2,0,0.221935,0.0171147,0,1.56541,1.56541,2003,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,23972200,17049,363999,0,0,46730.8,353412,17049,363999,0,0,46730.8,353412,0.8259,0,0.321021,0,1.43706,1.43706,2004,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
504355,0,0,0,25249.9,441269,1016.32,7989.43,0,0,25249.9,441269,1016.32,7989.43,0,0.0857445,0.00871988,0,1.43706,1.43706,2004,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,22870700,13803,242662,0,0,54152.6,470497,13803,242662,0,0,54152.6,470497,0.397453,0,0.50866,0,0.294861,0.294861,2005,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
750567,0,0,0,30364.2,605513,101.7,841.003,0,0,30364.2,605513,101.7,841.003,0,0.361496,0.00124592,0,0.294861,0.294861,2005,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,8453820,20726.2,370919,0,0,41221,396744,20726.2,370919,0,0,41221,396744,0.668299,0,0.178632,0,0.113904,0.113904,2006,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
881944,0,0,0,39900.3,712025,0,0,0,0,39900.3,712025,0,0,0,0.601006,0,0,0.113904,0.113904,2006,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,7412550,46228.2,694607,0,0,48237.1,395699,46228.2,694607,0,0,48237.1,395699,2.93088,0,0.282986,0,-0.663912,-0.663912,2007,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
835062,0,0,0,42910.1,783643,0,0,0,0,42910.1,783643,0,0,0,0.994812,0,0,-0.663912,-0.663912,2007,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,3350830,30036.8,450096,0,0,39804.9,323572,30036.8,450096,0,0,39804.9,323572,4.00003,0,0.206411,0,-0.0934002,-0.0934002,2008,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
677818,0,0,0,41198.6,654737,0,0,0,0,41198.6,654737,0,0,0,1.36914,0,0,-0.0934002,-0.0934002,2008,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,5540830,14044.9,186254,0,0,44841.2,344749,14044.9,186254,0,0,44841.2,344749,0.20518,0,0.314119,0,0.144479,0.144479,2009,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
477283,0,0,0,31146.5,598612,1369.73,10040.8,0,0,31146.5,598612,1369.73,10040.8,0,1.34864,0.0132267,0,0.144479,0.144479,2009,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,6134450,11274,179722,0,0,54085.9,393459,11274,179722,0,0,54085.9,393459,0.250422,0,0.512032,0,-2.19827,-2.19827,2010,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
345603,0,0,0,27267.6,474150,0.0900002,0.619871,0,0,27267.6,474150,0.0900002,0.619871,0,0.614509,1.22312e-06,0,-2.19827,-2.19827,2010,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,506318,24871.4,293871,0,0,39750.5,295581,24871.4,293871,0,0,39750.5,295581,0.504811,0,0.393072,0,-3.7439,-3.7439,2011,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
346689,0,0,0,23189.9,252962,5805.63,39953.4,0,0,23189.9,252962,5805.63,39953.4,0,1.96421,0.0834165,0,-3.7439,-3.7439,2011,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,108109,1528.37,13243.6,0,0,91425.8,667004,1528.37,13243.6,0,0,91425.8,667004,0.0255233,0,1.37821,0,-2.96915,-2.96915,2012,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
217744,0,0,0,13884.9,108601,1570.78,10618.9,0,0,13884.9,108601,1570.78,10618.9,0,1.53421,0.0401874,0,-2.96915,-2.96915,2012,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,180219,921.558,6565.45,0,0,57217.8,370460,921.558,6565.45,0,0,57217.8,370460,2.1698,0,1.46781,0,-1.27642,-1.27642,2013,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
95964.5,0,0,0,5625.03,38918,908.01,5490.34,0,0,5625.03,38918,908.01,5490.34,0,0.374295,0.0397606,0,-1.27642,-1.27642,2013,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,546857,1840.33,12881.3,0,0,15215.7,88458.3,1840.33,12881.3,0,0,15215.7,88458.3,3.9999,0,0.619591,0,-0.374774,-0.374774,2014,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
45110.8,0,0,0,727.709,7519.94,2193.87,12310.8,0,0,727.709,7519.94,2193.87,12310.8,0,0.13095,0.141907,0,-0.374774,-0.374774,2014,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,712778,6.13,33.771,0,0,66.2799,354.319,6.13,33.771,0,0,66.2799,354.319,0.000607028,0,0.0796532,0,-1.04841,-1.04841,2015,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
40038.1,0,0,0,185.82,1216.61,1.29,6.8414,0,0,185.82,1216.61,1.29,6.8414,0,0.0242854,0.00210003,0,-1.04841,-1.04841,2015,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,326635,283.54,1583.9,0,0,173.15,910.325,283.54,1583.9,0,0,173.15,910.325,0.0662678,0,0.289084,0,-0.720818,-0.720818,2016,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
60118.2,0,0,0,7080.53,49630.6,0.0499998,0.260075,0,0,7080.53,49630.6,0.0499998,0.260075,0,0.934102,0.000118592,0,-0.720818,-0.720818,2016,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,648044,170.41,1021.43,0,0,1.17,6.01166,170.41,1021.43,0,0,1.17,6.01166,0.0827779,0,0.00264796,0,-1.2114,-1.2114,2017,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
56373.6,0,0,0,6229.43,37037.2,2.22,11.255,0,0,6229.43,37037.2,2.22,11.255,0,0.570949,0.00666876,0,-1.2114,-1.2114,2017,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,412264,35.3099,197.518,0,0,7.86002,39.739,35.3099,197.518,0,0,7.86002,39.739,0.0116842,0,0.0152599,0,0.0245693,0.0245693,2018,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
46199,0,0,0,11819.4,73477.9,2.51,12.6906,0,0,11819.4,73477.9,2.51,12.6906,0,1.40557,0.00656341,0,0.0245693,0.0245693,2018,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,1733540,130.86,732.8,0,0,7.73001,38.8538,130.86,732.8,0,0,7.73001,38.8538,0.0420628,0,0.0104624,0,0,0,2019,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
43144.5,0,0,0,11819.4,84659.4,2.51,12.6163,0,0,11819.4,84659.4,2.51,12.6163,0,1.84445,0.00457344,0,0,0,2019,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,1591590,0.064789,0.37584,0,0,0.00398466,0.020075,0.064789,0.37584,0,0,0.00398466,0.020075,2.94045e-05,0,7.27256e-06,0,-1.96039,-1.96039,2020,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
61061.9,0,0,0,9.47086,73.3885,0.00130777,0.00658866,0,0,9.47086,73.3885,0.00130777,0.00658866,0,0.000991747,3.19787e-06,0,-1.96039,-1.96039,2020,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,303679,0.0776569,0.497127,0,0,0.00260484,0.0131024,0.0776569,0.497127,0,0,0.00260484,0.0131024,2.32167e-05,0,7.90683e-06,0,1.582,1.582,2021,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
95393.1,0,0,0,12.2132,93.9837,0.000854368,0.0042974,0,0,12.2132,93.9837,0.000854368,0.0042974,0,0.000642547,3.47448e-06,0,1.582,1.582,2021,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,15155700,128.67,814.467,0,0,1.88513,9.67523,128.67,814.467,0,0,1.88513,9.67523,0.0206863,0,0.00908652,0,-0.902728,-0.902728,2022,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
97790.2,0,0,0,17216,118951,0.613779,3.14985,0,0,17216,118951,0.613779,3.14985,0,0.681712,0.00397982,0,-0.902728,-0.902728,2022,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,1288170,358.355,2163.56,0,0,4.18346,21.7917,358.355,2163.56,0,0,4.18346,21.7917,0.0401561,0,0.0250422,0,-1.58308,-1.58308,2023,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
370685,0,0,0,43822.4,426474,1.34698,7.01623,0,0,43822.4,426474,1.34698,7.01623,0,1.29887,0.0109022,0,-1.58308,-1.58308,2023,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,1549600,3317.18,23363.3,0,0,26.7458,139.948,3317.18,23363.3,0,0,26.7458,139.948,0.279595,0,0.173675,0,-1.52848,-1.52848,2024,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
430383,0,0,0,192953,1485310,7.98255,41.7694,0,0,192953,1485310,7.98255,41.7694,0,2.41444,0.0735499,0,-1.52848,-1.52848,2024,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,1756640,5157.77,34298.7,0,0,39.6195,207.831,5157.77,34298.7,0,0,39.6195,207.831,0.40513,0,0.340094,0.51081,-0.548271,-0.548271,2025,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
211581,0,0,0,147472,998152,11.3966,59.7729,0,0,147472,998152,11.3966,59.7729,0,4,0.145903,0.51081,-0.548271,-0.548271,2025,"0_estimate_cohort_growh_OM","4","cohortGrowthselftest"
NA,0,5.77999,51.7258,0,0,0,0,5.77999,51.7258,0,0,0,0,0.136924,0,0,0.276433,1.69265,1.69265,1981,"cohortGrowthOMandEM_EM_2020","4","cohortGrowthselftest"
536.59,0,0,0,57.1499,505.15,0,0,0,0,57.1499,505.15,0,0,0,0.881531,0,0.276433,1.69265,1.69265,1981,"cohortGrowthOMandEM_EM_2020","4","cohortGrowthselftest"
NA,95640.9,73.9399,601.57,0,0,0,0,73.9399,601.57,0,0,0,0,0.68747,0,0,0.494749,1.6289,1.6289,1982,"cohortGrowthOMandEM_EM_2020","4","cohortGrowthselftest"
1633.19,0,0,0,412.76,3936.68,0,0,0,0,412.76,3936.68,0,0,0,3.12637,0,0.494749,1.6289,1.6289,1982,"cohortGrowthOMandEM_EM_2020","4","cohortGrowthselftest"
NA,257084,213.19,2580.41,0,0,0,0,213.19,2580.41,0,0,0,0,0.173309,0,0,0.197888,1.46404,1.46404,1983,"cohortGrowthOMandEM_EM_2020","4","cohortGrowthselftest"
3825.59,0,0,0,159.12,1355.93,0,0,0,0,159.12,1355.93,0,0,0,0.383563,0,0.197888,1.46404,1.46404,1983,"cohortGrowthOMandEM_EM_2020","4","cohortGrowthselftest"
NA,479515,75.39,869.935,0,0,0,0,75.39,869.935,0,0,0,0,0.0243537,0,0,0.415918,0.0277076,0.0277076,1984,"cohortGrowthOMandEM_EM_2020","4","cohortGrowthselftest"
11787.8,0,0,0,3501.99,27609.7,0,0,0,0,3501.99,27609.7,0,0,0,3.99997,0,0.415918,0.0277076,0.0277076,1984,"cohortGrowthOMandEM_EM_2020","4","cohortGrowthselftest"
NA,325587,819.43,8252.78,0,0,0,0,819.43,8252.78,0,0,0,0,0.126973,0,0,0.172092,0.631006,0.631006,1985,"cohortGrowthOMandEM_EM_2020","4","cohortGrowthselftest"
